ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source,In Live Foods?,Synonyme,Originalname,ValiCheck B
,,,,kcal,kJ,g,g,g,g,g,,g,g,g,g,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,,µg,µg,µg,µg,µg,µg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Kaki (Konserve),Kaki (Konserve),,94,394,"0,6","0,2","22,1","8,2","2,7",0,"0,1",0,"0,1",0,0,"0,2","3,9",0,"0,8",0,0,0,0,0,0,0,"0,1","0,1",0,11,17,104,9,3,20,17,0,116,358,17,276,3,142,0,30,24,47,48,12,66,68,24,10,23,0,35,30,5,27,18,18,29,10,15,27,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kaki Konserve,1
759,Kaktusbirne,Kaktusbirne,,38,160,"0,9","0,4","7,6","6,8","1,9",0,"0,1","0,1","0,2",0,0,0,"23,7",0,"0,5",0,0,0,"0,1",0,0,0,"0,4","0,3",0,26,19,95,82,4,26,12,0,71,291,19,118,1,263,0,47,34,117,93,5,130,103,34,16,32,0,52,53,11,23,33,39,30,11,21,36,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kaktusbirne,1
760,Kaktusbirnensaft,Kaktusbirnensaft,,36,152,1,"0,3","7,2","6,3",0,0,"0,1","0,1","0,1",0,0,0,15,0,"0,5",0,0,0,"0,1",0,0,0,"0,3","0,3",0,27,21,78,83,3,27,13,0,69,299,23,133,1,254,0,38,31,178,87,5,185,90,28,13,29,0,47,45,10,23,33,35,26,9,18,28,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kaktusbirne Fruchtsaft,1
761,getrocknete Kaktusbirnen,getrocknete Kaktusbirnen,,264,1105,"6,8",3,"51,4","55,1","13,2",0,"0,7","0,5","1,2",0,0,0,"138,7",0,"3,4","0,1","0,1","0,2","0,7",0,0,0,"2,5","1,7",0,213,131,659,672,31,200,93,0,501,2217,137,1038,16,1791,0,323,261,895,712,35,956,761,245,106,233,0,395,347,80,196,269,293,206,77,146,256,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kaktusbirne getrocknet,1
762,Kaktusbirnen (Konserve),Kaktusbirnen (Konserve),,68,285,"0,8","0,3","15,3","3,8","1,6",0,"0,1","0,1","0,1",0,0,0,"4,9",0,"0,5",0,0,0,"0,1",0,0,0,"0,2","0,1",0,26,16,52,67,3,20,12,0,82,260,20,118,3,250,0,35,30,140,78,5,122,68,31,12,28,0,40,43,9,20,29,34,25,10,16,31,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kaktusbirne Konserve,1
763,Kalb,Kalb,,110,459,20,"3,1",0,0,0,0,"0,9","0,9","0,4","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,4",0,0,0,"5,8","1,5",0,22,71,330,23,94,206,199,0,127,1358,21,29,0,4425,0,1202,1209,126,1936,238,223,3419,854,619,1101,0,1635,1739,495,868,803,719,801,203,693,1105,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb,1
764,Kalb (Bauchfleisch),Kalb (Bauchfleisch),,214,894,"16,6","15,7",0,0,0,0,"5,6","4,9",1,"0,1",0,0,0,0,"0,2",0,"0,1","0,2","0,4",0,0,0,"5,6","0,9",0,12,59,284,21,74,178,169,0,94,2621,21,25,0,2954,0,1061,1069,15,1625,172,25,2658,760,616,786,0,1359,1545,432,681,681,622,782,196,599,928,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Bauch,1
765,geräuchertes Kalbsfleisch,geräuchertes Kalbsfleisch,,219,915,"16,5","16,3",0,0,0,0,"5,3","5,5",1,"0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,4",0,0,0,"3,5","0,8",0,14,48,245,18,77,168,177,0,86,2843,20,23,0,2561,0,937,1091,35,1437,199,67,2712,709,605,890,0,1413,1506,448,708,661,652,731,190,514,947,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Bauch geräuchert,1
766,Kalb Bries,Kalbsbries,,99,415,"15,7","3,8",0,0,0,0,"1,4","1,1","0,2","0,2",0,0,"53,2",0,"0,2",0,"0,1","0,2",0,0,0,0,"2,5","0,9",0,4,114,424,16,78,586,143,0,204,2044,192,105,4,1900,0,938,985,240,1205,218,486,2439,1162,463,560,0,1189,1463,219,596,868,640,582,190,417,792,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Bries,1
767,Kalb Bries gegart,Kalbsbries,,113,474,"20,1","3,4",0,0,0,0,"1,3","0,9","0,1","0,3",0,0,"42,4",0,"0,2",0,"0,1","0,2",0,0,0,0,"2,9","1,1",0,4,112,399,17,87,591,133,0,206,1837,188,102,3,1827,0,1016,1187,1214,1278,209,2407,2533,1223,484,671,0,1312,1779,279,677,900,759,663,243,429,858,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Bries gegart,1
768,Kalb Filet,Kalbsfilet,,117,488,"20,8","3,5",0,0,0,0,"1,1","1,1","0,4","0,1",0,0,0,0,"0,3",0,"0,1","0,2","0,6",0,0,0,"9,9","1,3",0,16,68,295,26,96,226,202,0,109,1358,21,31,0,2366,0,1364,1403,535,1820,213,881,3001,914,659,1018,0,1536,1755,484,753,761,719,860,238,734,1127,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Filet,1
769,Kalb Filet frisch,Kalbsfilet,,112,467,"19,6","3,4",0,0,0,0,"1,1",1,"0,4","0,1",0,0,0,0,"0,3",0,"0,1","0,2","0,6",0,0,0,"9,7","1,5",0,17,63,318,25,86,217,182,0,97,1386,22,28,0,2689,0,1326,1429,1,2031,226,23,3033,931,631,1039,0,1748,1843,549,810,901,784,825,240,748,1093,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Filet frisch,1
770,Kalbsfilet (gepökelt),Kalbsfilet (gepökelt),,97,404,"19,1","1,6",1,0,0,0,"0,5","0,5","0,2","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,4",0,0,0,"5,2","0,8",0,29,3245,281,30,2546,180,177,0,104,2228,24,37,2,1894,0,1116,1101,551,1678,206,957,2911,777,631,918,0,1460,1548,478,695,709,661,785,180,625,1108,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Filet gepökelt,1
771,Kalbsfilet (geräuchert),Kalbsfilet (geräuchert),,112,467,"19,8","3,4",0,0,0,0,1,1,"0,3","0,1",0,0,0,0,"0,2",0,"0,1","0,2","0,6",0,0,0,"5,9","1,1",0,16,53,286,23,91,206,186,0,98,1415,20,25,0,2342,0,1138,1245,25,1859,231,25,3519,967,679,965,0,1733,1917,534,753,868,762,905,204,665,1219,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Filet geräuchert,1
772,Kalb gegart,Kalb,,188,787,"24,3","9,6",0,0,0,0,"3,2","2,8","0,7","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,2",0,0,0,"4,8","1,2",0,26,74,197,22,63,181,218,0,141,2069,30,35,0,4331,0,1538,1546,13,2651,275,10,4051,1137,939,1290,0,1988,2247,628,1145,986,912,1239,281,799,1370,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb gegart,1
773,Kalb (gepökelt),Kalb (gepökelt),,110,459,"15,9","4,4","0,9",0,0,0,"1,4","1,2","0,5","0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,3",0,0,0,"3,4",1,0,37,3193,227,28,2522,157,147,0,101,1277,21,36,2,3063,0,1038,982,36,1621,189,37,2546,693,568,844,0,1422,1503,426,713,680,632,773,175,590,954,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb gepökelt,1
774,Kalb (geräuchert),Kalb (geräuchert),,163,683,"16,9","10,1",0,0,0,0,"3,1","3,2","0,8","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,4",0,0,0,"3,8","1,2",0,24,50,257,21,75,194,184,0,104,1421,18,24,0,3331,0,1084,1101,0,1627,202,17,3176,753,613,919,0,1446,1540,492,725,687,663,817,208,656,1131,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb geräuchert,1
775,Kalb Gulasch,Kalbsgulasch,,127,529,"18,7","5,4",0,0,0,0,"1,8","1,5","0,6","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,4",0,0,0,"5,9","1,5",0,20,65,293,22,86,195,195,0,124,1428,21,27,0,3773,0,1243,1266,13,1941,204,4,3052,780,648,1022,0,1623,1542,516,830,727,638,806,229,609,1131,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Gulasch,1
776,Kalb Gulasch gegart,Kalbsgulasch,,167,697,"29,6",5,0,0,0,0,"1,6","1,5","0,5","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,2",0,0,0,"4,9","1,4",0,29,79,196,25,72,198,222,0,150,2137,32,33,0,4578,0,1771,1733,980,2584,311,1733,4569,1257,952,1485,0,2093,2438,734,1193,1037,910,1173,272,869,1550,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Gulasch gegart,1
777,Kalb Hackfleisch,Hackfleisch (Kalb),,155,649,"20,5","7,7",0,0,0,0,"2,6","2,6","0,4","0,1",0,0,0,0,"0,3",0,"0,1","0,2","0,4",0,0,0,"7,5","1,3",0,13,70,311,25,74,209,201,0,110,1907,20,26,0,2717,0,1137,1270,548,1893,200,887,3061,920,684,1036,0,1566,1783,514,777,752,675,946,206,637,1023,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Hackfleisch,1
778,Kalb Hackfleisch gegart,Hackfleisch (Kalb),,168,703,"25,3",7,0,0,0,0,"2,4","2,3","0,3","0,1",0,0,0,0,"0,3",0,0,"0,3","0,3",0,0,0,"5,9",1,0,14,86,218,21,53,175,234,0,139,2825,26,34,0,3663,0,1601,1698,35,2877,306,36,4711,1173,860,1445,0,2318,2314,689,1059,1185,1030,1283,309,898,1599,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Hackfleisch gegart,1
779,Kalbsherz,Kalbsherz,,111,464,"17,9","4,1","0,1",0,0,0,2,"1,1","0,1","0,1",0,0,"5,4",0,"0,4",0,"0,5",1,"0,3",0,0,0,"6,5","2,8",0,5,97,277,17,80,217,186,0,323,4282,46,32,33,1352,0,969,1033,372,1457,231,728,2846,907,391,928,0,1408,1591,401,758,625,814,751,216,537,904,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Herz,1
780,Kalbherz,Kalbherz,,105,438,"17,6","3,5","0,1",0,0,0,"1,7","0,9","0,1","0,1",0,0,"4,5",0,"0,4",0,"0,6","1,1","0,3",0,0,0,7,"2,7",0,5,105,276,16,78,221,186,0,334,3827,53,30,27,1442,0,1081,1223,26,1577,274,12,3084,991,508,1033,0,1759,1548,446,881,670,828,881,225,593,998,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Herz gegart,1
781,Kalbshaxe,Kalbshaxe,,124,519,"20,9","4,2",0,0,0,0,"1,3","1,3","0,4","0,1",0,0,0,0,"0,3",0,"0,1","0,2","0,5",0,0,0,"9,2","1,1",0,5,64,366,26,68,200,167,0,97,2153,19,30,0,2356,0,1333,1453,232,2083,210,360,3243,846,745,1054,0,1541,1779,518,899,873,811,828,226,710,1144,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Hinterhaxe,1
782,Kalbshirn,Kalbshirn,,145,606,11,"10,5","0,5",0,0,0,"2,4","2,2","1,4","2,2",0,0,"12,9",0,"1,6",0,"0,1","0,3","0,1",0,0,0,"3,7","2,5",0,10,161,302,13,122,336,120,0,222,1960,4,34,1,1199,0,607,591,416,864,117,640,1329,447,303,569,0,925,861,210,537,585,521,485,129,365,541,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Hirn,1
783,Kalbhirn,Kalbhirn,,141,591,"12,2","9,6","0,6",0,0,0,"2,2","1,9","1,1","2,1",0,0,"11,9",0,"1,8",0,"0,1","0,3","0,1",0,0,0,4,"2,8",0,11,137,290,14,130,375,139,0,233,2069,4,38,1,1100,0,671,733,289,963,149,476,1586,546,296,605,0,1091,941,223,568,609,641,552,142,420,695,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Hirn gegart,1
784,Kalb Innereien,Kalb (Innereien),,148,619,"20,9","4,7","4,6",0,0,0,"1,3","0,7","1,2","0,3",0,"21,5","23,3",0,"0,3","0,1","0,3","2,7","0,8","0,1","0,1","0,2","14,3","7,6",0,9,97,280,19,56,330,252,0,6180,7821,19,223,4,4111,0,951,1139,977,1798,256,1309,2408,1074,782,829,0,1521,1706,521,906,993,860,847,234,555,1238,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Innereien,1
785,Kalb Innereien gegart,Kalb (Innereien),,150,629,"21,7","4,3","5,4",0,0,0,"1,1","0,8",1,"0,4",0,27,"18,8",0,"0,2","0,1","0,2","3,2","0,8","0,1","0,1","0,2","15,9","8,1",0,7,93,280,17,64,307,213,0,5695,7259,16,246,3,3781,0,1182,1148,643,1768,297,905,2487,1136,851,893,0,1860,1673,498,1115,1114,1088,921,257,682,1135,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Innereien gegart,1
786,Kalb (Kamm),Kalb (Kamm),,129,542,"18,4","5,9",0,0,0,0,2,"1,8","0,4","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,5",0,0,0,"8,6","1,4",0,11,69,340,26,79,224,204,0,104,2175,19,27,0,2736,0,1103,1348,9,1728,228,31,3255,870,638,936,0,1600,1806,528,738,842,711,792,217,618,1182,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kamm,1
787,gepökeltes Kalb (Kamm),gepökeltes Kalb (Kamm),,119,500,"17,7","4,7","0,9",0,0,0,"1,5","1,5","0,4","0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,4",0,0,0,"4,6",1,0,31,3017,279,30,2383,198,150,0,95,1860,20,36,2,2419,0,1077,1141,736,1542,177,1151,2411,780,512,808,0,1261,1399,422,693,645,620,663,180,602,896,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kamm gepökelt,1
788,Kalb Keule,Kalbskeule,,103,432,"21,3","1,8",0,0,0,0,"0,5","0,5","0,2","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,4",0,0,0,"9,8","1,2",0,5,70,353,28,68,227,189,0,114,2438,21,30,0,2551,0,1306,1286,14,2143,250,23,3439,964,782,1085,0,1810,1925,564,933,872,705,964,236,717,1262,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Keule,1
789,Kalb Keule gegart,Kalbskeule,,153,640,"31,1","2,8",0,0,0,0,"0,9","0,8","0,3","0,1",0,0,0,0,"0,3",0,"0,1","0,3","0,3",0,0,0,"6,6","0,9",0,6,81,258,24,48,200,205,0,120,3024,30,37,0,2492,0,1784,2080,453,3039,317,748,5026,1394,968,1419,0,2543,2785,793,1251,1251,1045,1330,300,998,1589,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Keule gegart,1
790,Kalbskeule (gepökelt),Kalbskeule (gepökelt),,105,440,19,"2,6","0,9",0,0,0,"0,8","0,8","0,3","0,1",0,0,0,0,"0,2",0,"0,1","0,2","0,4",0,0,0,"5,2","0,8",0,28,3211,301,28,2373,193,150,0,89,2228,22,38,2,1959,0,1079,1246,708,1687,182,1121,2671,712,627,850,0,1467,1639,405,735,699,626,829,206,573,941,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Keule gepökelt,1
791,Kalbskeule (geräuchert),Kalbskeule (geräuchert),,109,456,"19,7","3,1",0,0,0,0,1,"0,9","0,3","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,5",0,0,0,"6,4",1,0,5,56,357,25,57,206,183,0,108,2204,19,26,0,2186,0,1405,1432,35,2054,243,9,3593,941,734,1091,0,1853,1994,488,826,826,717,988,231,706,1088,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Keule geräuchert,1
792,Kalb Kochfleisch,Kalbs-Kochfleisch,,180,751,"17,3","11,7",0,0,0,0,"3,8","3,5","0,9","0,1",0,0,0,0,"0,2",0,"0,1","0,2","0,4",0,0,0,6,"1,1",0,12,66,274,21,76,174,176,0,103,2533,21,27,0,2847,0,1137,1078,4,1775,205,16,2991,737,630,926,0,1429,1582,459,695,667,635,829,204,552,1015,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kochfleisch,1
793,Kalb Kochfleisch frisch,Kalbs-Kochfleisch,,134,560,18,"6,5",0,0,0,0,2,"1,9","0,7","0,1",0,0,0,0,"0,2",0,"0,1","0,2","0,4",0,0,0,"7,1","1,1",0,13,62,276,22,85,184,185,0,94,3210,19,25,0,3175,0,1141,1221,11,1749,191,40,2916,744,607,1015,0,1552,1537,488,778,809,663,843,213,588,1134,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kochfleisch frisch,1
794,Kalb Kochfleisch gegart,Kalbs-Kochfleisch,,217,908,"21,3",14,0,0,0,0,"4,7","4,3","1,1","0,1",0,0,0,0,"0,2",0,0,"0,2","0,2",0,0,0,"4,3","0,9",0,16,77,210,19,59,165,221,0,119,3864,28,30,0,3861,0,1468,1569,37,2293,255,23,3713,1083,845,1279,0,1975,2102,568,1000,875,768,1083,258,733,1348,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kochfleisch gegart,1
795,Kalbs-Kochfleisch (gepökelt),Kalbs-Kochfleisch (gepökelt),,156,654,"15,4","9,7","0,9",0,0,0,"2,9","3,2","0,8","0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,3",0,0,0,"3,1","0,8",0,34,3078,205,26,2548,148,142,0,77,2510,20,32,2,2420,0,962,911,420,1431,151,645,2196,610,532,760,0,1160,1236,403,668,607,526,643,174,542,791,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kochfleisch gepökelt,1
796,Kalbs-Kochfleisch (geräuchert),Kalbs-Kochfleisch (geräuchert),,180,754,"16,4","12,2",0,0,0,0,"3,7","4,1","0,8","0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,4",0,0,0,"3,7",1,0,14,49,263,19,79,180,169,0,95,3079,20,23,0,2878,0,1115,1180,24,1610,175,44,2824,806,642,908,0,1402,1417,398,674,774,579,837,196,570,925,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kochfleisch geräuchert,1
797,Kalb Kotelett,Kalbskotelett,,148,618,"18,3","7,9",0,0,0,0,"2,6","2,4","0,8","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,5",0,0,0,"8,6","1,2",0,11,70,342,25,74,194,178,0,112,2289,21,25,0,2372,0,1087,1339,7,1740,191,14,2837,814,700,1002,0,1576,1625,458,805,719,749,881,225,674,1087,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kotelett,1
798,Kalb Kotelett gegart,Kalbskotelett,,169,707,"25,6",7,0,0,0,0,2,"2,2","0,8","0,1",0,0,0,0,"0,3",0,"0,1","0,4","0,3",0,0,0,6,"1,2",0,13,76,233,23,55,220,230,0,135,2968,28,34,0,3311,0,1754,1594,27,2458,306,3,4310,1292,888,1303,0,2314,2554,654,1160,1083,1049,1185,279,933,1459,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kotelett gegart,1
799,Kalbskotelett (gepökelt),Kalbskotelett (gepökelt),,128,537,"15,3","6,7","0,9",0,0,0,"2,1","1,8","0,8","0,1",0,0,0,0,"0,1",0,"0,1","0,2","0,4",0,0,0,"4,8","1,1",0,31,3438,269,27,2355,175,164,0,96,1808,21,38,2,2236,0,921,1092,2,1442,187,37,2763,675,598,882,0,1269,1440,407,622,708,547,675,171,593,892,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kotelett gepökelt,1
800,Kalbskotelett (geräuchert),Kalbskotelett (geräuchert),,111,466,"21,4","2,6",0,0,0,0,"0,8","0,7","0,3","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,5",0,0,0,"5,7","1,4",0,13,59,340,23,78,216,179,0,108,2145,19,27,0,2513,0,1252,1326,563,2054,211,869,3168,960,625,1124,0,1588,1657,510,795,894,705,898,235,742,1243,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Kotelett geräuchert,1
801,Kalb Leber,Kalbsleber,,140,586,"18,7","4,7",5,0,0,0,"1,3","0,7","1,2","0,4",0,"22,1","23,3",0,"0,2","0,1","0,3","2,5","0,8","0,1","0,1","0,2","15,8","7,7",0,8,86,312,17,60,349,242,0,6005,7742,20,230,4,4191,0,1087,1097,10,1781,287,31,2627,1044,717,899,0,1693,1621,501,1005,951,888,821,241,639,1180,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Leber,1
802,Kalb Leber gegart,Kalbsleber,,160,671,"23,6","4,4","5,9",0,0,0,"1,2","0,7",1,"0,3",0,"24,1","18,8",0,"0,2","0,1","0,2","2,8","0,9","0,1","0,1","0,2","15,4","7,4",0,8,85,291,19,55,291,223,0,6090,8099,18,223,3,4093,0,1182,1057,1548,2013,318,1953,2540,1061,843,1006,0,1587,1747,514,1029,1228,947,865,249,676,1259,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Leber gegart,1
803,Kalbslende,Kalbslende,,112,469,"19,8","3,4",0,0,0,0,1,1,"0,4","0,1",0,0,0,0,"0,2",0,"0,1","0,3","0,5",0,0,0,"9,3","1,4",0,17,75,353,24,93,226,188,0,97,1414,19,29,0,2615,0,1251,1206,26,2050,233,41,3195,958,672,1070,0,1569,1808,464,835,852,777,967,238,727,1196,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Lende,1
804,Kalbslunge,Kalbslunge,,89,374,"16,9","2,2",0,0,0,0,"0,8","0,5","0,3","0,1",0,0,"31,3",0,"0,5",0,"0,1","0,4","0,1",0,0,0,"4,4",1,0,7,85,250,15,163,207,175,0,306,5103,51,95,6,1115,0,953,941,399,1698,151,461,1965,1179,397,784,0,1423,1332,294,694,679,963,701,157,630,1116,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Lunge gegart,1
805,Kalb Magen frisch,Kalbsmagen,,148,620,"15,8",9,0,0,0,0,"4,3","2,7","0,2","0,1",0,0,10,0,1,0,0,"0,1",0,0,0,0,"5,6",1,0,16,85,95,6,51,108,91,0,206,1050,50,74,5,2100,0,1145,972,406,1242,114,663,2028,1498,360,527,0,1272,946,321,536,1163,655,664,143,460,635,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Magen frisch,1
806,Kalb Magen gegart,Kalbsmagen,,132,552,"15,5","7,4",0,0,0,0,"3,5","2,1","0,1","0,1",0,0,"7,3",0,"0,9",0,0,"0,1",0,0,0,0,6,"1,1",0,15,78,103,6,49,104,100,0,199,1026,51,70,4,1874,0,1095,1089,40,1393,137,21,2078,1784,392,573,0,1252,1158,320,652,1290,735,673,181,552,797,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Magen gegart,1
807,Kalb Milz,Kalbsmilz,,94,394,"17,4","2,5",0,0,0,0,"0,8","0,6","0,2","0,3",0,"0,1","44,3",0,"0,1",0,"0,1","0,4","0,1",0,0,0,"8,6","1,2",0,6,124,376,18,96,275,138,0,129,8854,104,75,4,1642,0,997,916,218,1624,220,304,2273,1124,472,860,0,1464,1391,369,766,750,939,857,195,553,1093,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Milz,1
808,Kalb Milz gegart,Kalbsmilz,,108,450,"21,4","2,2",0,0,0,0,"0,7","0,5","0,2","0,4",0,"0,1","34,9",0,"0,1",0,"0,1","0,5","0,1",0,0,0,"8,7","1,3",0,6,110,387,17,94,256,150,0,122,9671,105,63,3,1544,0,978,1153,1269,1893,235,1506,2248,1238,479,958,0,1701,1725,360,989,892,1035,844,201,525,1134,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Milz gegart,1
809,Kalb Niere,Kalbsniere,,114,477,"14,5","5,5","1,1",0,0,0,"2,4","1,1","0,3","0,4",0,"0,2",13,0,"0,2",0,"0,4","2,5","0,5",0,0,"0,1","6,3","3,8",0,11,235,269,15,187,236,160,0,459,11615,216,85,4,1728,0,877,984,7,1484,219,14,1899,846,398,778,0,1315,1194,290,682,962,696,679,215,498,996,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Kalb Niere,1
